іъ¬л,Љт≥∆,»’∆Џ,«∞ ’≈ћЉџ(‘™),њ™≈ћЉџ(‘™),„оЄяЉџ(‘™),„оµЌЉџ(‘™), ’≈ћЉџ(‘™),≥…љїЅњ(є…),≥…љїљрґо(‘™),’«µш(‘™),’«µшЈщ(%),ЊщЉџ(‘™),її ÷¬ (%),Aє…ЅчЌ® –÷µ(‘™),Bє…ЅчЌ® –÷µ(‘™),„№ –÷µ(‘™),Aє…ЅчЌ®є…±Њ(є…),Bє…ЅчЌ®є…±Њ(є…),„№є…±Њ(є…), –”ѓ¬ , –Њї¬ , –ѕъ¬ , –ѕ÷¬ ,
603993.SH,¬е—фов“µ,2015-01-27,3.3461,3.3042,3.6516,3.2892,3.5109,54638252,635668246,0.1648,4.9239,11.6341,2.7757,23069894706,N/A,59492718553,1968421050,0,5076170525,34.2512,4.5393,8.9296,15.5699,
603993.SH,¬е—фов“µ,2015-01-28,3.5109,3.442,3.4689,3.3491,3.376,28184312,320898671,-0.1348,-3.8396,11.3857,1.4318,22184105233.5,N/A,57208441816.75,1968421050,0,5076170525,32.9361,4.365,8.5868,14.9721,
603993.SH,¬е—фов“µ,2015-01-29,3.376,3.3251,3.3641,3.2083,3.3012,24029984,264268331,-0.0749,-2.2183,10.9974,1.2208,21691999971,N/A,55939399185.5,1968421050,0,5076170525,32.2055,4.2682,8.3963,14.64,
603993.SH,¬е—фов“µ,2015-01-30,3.3012,3.2982,3.439,3.2682,3.3042,29455836,330292161,0.003,0.0907,11.2131,1.4964,21711684181.5,N/A,55990160890.75,1968421050,0,5076170525,32.2347,4.272,8.4039,14.6533,
603993.SH,¬е—фов“µ,2015-02-02,3.3042,3.2652,3.403,3.1903,3.3491,19689521,219291166,0.0449,1.3599,11.1375,1.0003,22006947339,N/A,56751586469.5,1968421050,0,5076170525,32.6731,4.3301,8.5182,14.8526,
603993.SH,¬е—фов“µ,2015-02-03,3.3491,3.385,3.415,3.2382,3.3581,21811870,240776330,0.009,0.2683,11.0388,1.1081,22065999970.5,N/A,56903871585.25,1968421050,0,5076170525,32.7608,4.3418,8.5411,14.8924,
603993.SH,¬е—фов“µ,2015-02-04,3.3581,3.3461,3.5648,3.3371,3.5168,40008398,463895960,0.1588,4.7279,11.595,2.0325,23109263127,N/A,59594241963.5,1968421050,0,5076170525,34.3097,4.547,8.9449,15.5965,
603993.SH,¬е—фов“µ,2015-02-05,3.5168,3.5947,3.7235,3.391,3.4,33042035,392386641,-0.1168,-3.322,11.8754,1.6786,22341578917.5,N/A,57614535458.75,1968421050,0,5076170525,33.1699,4.396,8.6477,15.0784,
603993.SH,¬е—фов“µ,2015-02-06,3.4,3.3042,3.385,3.1694,3.2263,22522914,244465541,-0.1737,-5.1101,10.8541,1.1442,21199894708.5,N/A,54670356554.25,1968421050,0,5076170525,31.4749,4.1713,8.2058,14.3079,
603993.SH,¬е—фов“µ,2015-02-09,3.2263,3.2263,3.2712,3.1783,3.2113,12462876,134275591,-0.015,-0.4643,10.774,0.6331,21101473656,N/A,54416548028,1968421050,0,5076170525,31.3288,4.152,8.1677,14.2414,
603993.SH,¬е—фов“µ,2015-02-10,3.2113,3.1903,3.3161,3.1843,3.2982,11887885,129718542,0.0869,2.7052,10.9118,0.6039,21672315760.5,N/A,55888637480.25,1968421050,0,5076170525,32.1763,4.2643,8.3887,14.6267,
603993.SH,¬е—фов“µ,2015-02-11,3.2982,3.2862,3.3461,3.2083,3.2742,15289783,166463725,-0.024,-0.7266,10.8873,0.7768,21514842076.5,N/A,55482543838.25,1968421050,0,5076170525,31.9425,4.2333,8.3277,14.5204,
603993.SH,¬е—фов“µ,2015-02-12,3.2742,3.2772,3.2922,3.1604,3.2203,14224294,152548351,-0.0539,-1.6468,10.7245,0.7226,21160526287.5,N/A,54568833143.75,1968421050,0,5076170525,31.4165,4.1636,8.1906,14.2813,
603993.SH,¬е—фов“µ,2015-02-13,3.2203,3.2592,3.4689,3.2442,3.379,28723820,322764437,0.1588,4.9302,11.2368,1.4592,22203789444,N/A,57259203522,1968421050,0,5076170525,32.9654,4.3689,8.5944,14.9854,
603993.SH,¬е—фов“µ,2015-02-16,3.379,3.403,3.4449,3.3311,3.442,18023711,203688870,0.0629,1.8617,11.3012,0.9156,22617157864.5,N/A,58325199332.25,1968421050,0,5076170525,33.5791,4.4502,8.7544,15.2644,
603993.SH,¬е—фов“µ,2015-02-17,3.442,3.433,3.4989,3.4,3.403,15115952,173351891,-0.0389,-1.1314,11.4681,0.7679,22361263128,N/A,57665297164,1968421050,0,5076170525,33.1992,4.3999,8.6554,15.0917,
603993.SH,¬е—фов“µ,2015-02-25,3.403,3.412,3.412,3.2982,3.3161,14093702,156737855,-0.0869,-2.5528,11.1211,0.716,21790421023.5,N/A,56193207711.75,1968421050,0,5076170525,32.3516,4.2875,8.4344,14.7064,
603993.SH,¬е—фов“µ,2015-02-26,3.3161,3.3161,3.6486,3.2982,3.6486,29997742,348086881,0.3325,10.0271,11.6038,1.5239,23975368389,N/A,61827756994.5,1968421050,0,5076170525,35.5956,4.7175,9.2801,16.181,
603993.SH,¬е—фов“µ,2015-02-27,3.6486,3.6636,3.9422,3.5738,3.7685,46111964,575173560,0.1198,3.2841,12.4734,2.3426,24762736809,N/A,63858225204.5,1968421050,0,5076170525,36.7646,4.8724,9.5849,16.7124,
603993.SH,¬е—фов“µ,2015-03-02,3.7685,3.8583,3.9842,3.7565,3.8314,40583843,522675851,0.0629,1.6693,12.8789,2.0617,25176105229.5,N/A,64924221014.75,1968421050,0,5076170525,37.3783,4.9537,9.7449,16.9914,
603993.SH,¬е—фов“µ,2015-03-03,3.8314,3.7894,4.0051,3.7265,3.7775,37734048,487109604,-0.0539,-1.4073,12.909,1.917,24821789440.5,N/A,64010510320.25,1968421050,0,5076170525,36.8522,4.884,9.6078,16.7523,
603993.SH,¬е—фов“µ,2015-03-04,3.7775,3.7445,3.8254,3.6337,3.7475,29898251,371808021,-0.03,-0.793,12.4358,1.5189,24624947335.5,N/A,63502893267.75,1968421050,0,5076170525,36.56,4.8453,9.5316,16.6195,
603993.SH,¬е—фов“µ,2015-03-05,3.7475,3.7056,3.9093,3.6726,3.8673,28378218,360706904,0.1198,3.1974,12.7107,1.4417,25412315755.5,N/A,65533361477.75,1968421050,0,5076170525,37.729,5.0002,9.8363,17.1509,
603993.SH,¬е—фов“µ,2015-03-06,3.8673,3.8314,4.119,3.7864,3.9272,34372474,454319120,0.0599,1.5492,13.2175,1.7462,25805999965.5,N/A,66548595582.75,1968421050,0,5076170525,38.3135,5.0776,9.9887,17.4165,
603993.SH,¬е—фов“µ,2015-03-09,3.9272,3.8943,3.9093,3.7205,3.8823,21422973,272875792,-0.0449,-1.1442,12.7375,1.0883,25510736808,N/A,65787170004,1968421050,0,5076170525,37.8751,5.0196,9.8744,17.2173,
603993.SH,¬е—фов“µ,2015-03-10,3.8823,3.8643,4.0051,3.8374,3.8673,17410063,228295216,-0.015,-0.3858,13.1128,0.8845,25412315755.5,N/A,65533361477.75,1968421050,0,5076170525,37.729,5.0002,9.8363,17.1509,
603993.SH,¬е—фов“µ,2015-03-11,3.8673,3.8613,3.9632,3.7475,3.8164,16550881,212191051,-0.0509,-1.3168,12.8205,0.8408,25077684177,N/A,64670412488.5,1968421050,0,5076170525,37.2322,4.9343,9.7068,16.925,
603993.SH,¬е—фов“µ,2015-03-12,3.8164,3.8194,3.8763,3.7445,3.8314,12876887,163811084,0.015,0.3925,12.7213,0.6542,25176105229.5,N/A,64924221014.75,1968421050,0,5076170525,37.3783,4.9537,9.7449,16.9914,
603993.SH,¬е—фов“µ,2015-03-13,3.8314,3.8194,4.0441,3.7745,3.9362,18489337,242806592,0.1048,2.7365,13.1322,0.9393,25865052597,N/A,66700880698.5,1968421050,0,5076170525,38.4011,5.0893,10.0116,17.4564,
603993.SH,¬е—фов“µ,2015-03-16,3.9362,3.9512,4.101,3.9093,4.098,22952880,307191741,0.1618,4.1096,13.3836,1.1661,26927999964,N/A,69442012782,1968421050,0,5076170525,39.9793,5.2984,10.423,18.1738,
603993.SH,¬е—фов“µ,2015-03-17,4.098,4.11,4.1819,4.0141,4.0561,25942152,353326734,-0.0419,-1.0234,13.6198,1.3179,26652421017,N/A,68731348908.5,1968421050,0,5076170525,39.5701,5.2442,10.3163,17.9878,
603993.SH,¬е—фов“µ,2015-03-18,4.0561,4.0291,4.11,4.0141,4.104,21755018,294770148,0.0479,1.1817,13.5495,1.1052,26967368385,N/A,69543536192.5,1968421050,0,5076170525,40.0377,5.3062,10.4382,18.2004,
603993.SH,¬е—фов“µ,2015-03-19,4.104,4.11,4.2208,4.0471,4.074,24444950,336984502,-0.03,-0.7299,13.7854,1.2419,26770526280,N/A,69035919140,1968421050,0,5076170525,39.7455,5.2674,10.362,18.0675,
603993.SH,¬е—фов“µ,2015-03-20,4.074,4.071,4.074,3.9752,4.0501,20528085,275817013,-0.024,-0.5882,13.4361,1.0429,26613052596,N/A,68629825498,1968421050,0,5076170525,39.5117,5.2364,10.3011,17.9612,
603993.SH,¬е—фов“µ,2015-03-23,4.0501,4.122,4.2238,4.0501,4.077,25414917,350193325,0.027,0.6657,13.779,1.2911,26790210490.5,N/A,69086680845.25,1968421050,0,5076170525,39.7747,5.2713,10.3697,18.0808,
603993.SH,¬е—фов“µ,2015-03-24,4.077,4.086,4.1489,3.9272,4.0291,26839016,360159393,-0.0479,-1.1756,13.4192,1.3635,26475263122.5,N/A,68274493561.25,1968421050,0,5076170525,37.426,4.6656,10.2478,17.8682,
603993.SH,¬е—фов“µ,2015-03-25,4.0291,3.9931,4.0141,3.8344,3.8823,27591310,361048903,-0.1468,-3.6431,13.0856,1.4017,25510736808,N/A,65787170004,1968421050,0,5076170525,36.0625,4.4956,9.8744,17.2173,
603993.SH,¬е—фов“µ,2015-03-26,3.8823,3.8793,4.0321,3.8044,3.9692,29111423,380914763,0.0869,2.2377,13.0847,1.4789,26081578912.5,N/A,67259259456.25,1968421050,0,5076170525,36.8694,4.5962,10.0954,17.6025,
603993.SH,¬е—фов“µ,2015-03-27,3.9692,3.9991,4.0381,3.9692,3.9842,21685974,289775154,0.015,0.3774,13.3623,1.1017,26179999965,N/A,67513067982.5,1968421050,0,5076170525,37.0086,4.6136,10.1335,17.669,
603993.SH,¬е—фов“µ,2015-03-30,3.9842,3.9872,4.071,3.9572,4.0531,27458301,367790905,0.0689,1.7293,13.3945,1.3949,26632736806.5,N/A,68680587203.25,1968421050,0,5076170525,37.6486,4.6934,10.3087,17.9745,
603993.SH,¬е—фов“µ,2015-03-31,4.0531,4.062,4.2208,4.0381,4.071,36900270,507091725,0.018,0.4435,13.7422,1.8746,26750842069.5,N/A,68985157434.75,1968421050,0,5076170525,37.8155,4.7142,10.3544,18.0542,
603993.SH,¬е—фов“µ,2015-04-01,4.071,4.071,4.1489,4.0231,4.1339,22292170,305028151,0.0629,1.5453,13.6832,1.1325,27164210490,N/A,70051153245,1968421050,0,5076170525,38.3999,4.787,10.5144,18.3332,
603993.SH,¬е—фов“µ,2015-04-02,4.1339,4.1639,4.3107,4.083,4.2987,38398296,536842945,0.1648,3.9855,13.9809,1.9507,28246842067.5,N/A,72843047033.75,1968421050,0,5076170525,39.9303,4.9778,10.9335,19.0639,
603993.SH,¬е—фов“µ,2015-04-03,4.2987,4.2178,4.3736,4.1938,4.2747,27821508,398061593,-0.024,-0.5575,14.3077,1.4134,28089368383.5,N/A,72436953391.75,1968421050,0,5076170525,39.7077,4.9501,10.8725,18.9576,
603993.SH,¬е—фов“µ,2015-04-07,4.2747,4.2807,4.4185,4.2388,4.3287,28901088,417758799,0.0539,1.2614,14.4548,1.4682,28443684172.5,N/A,73350664086.25,1968421050,0,5076170525,40.2086,5.0125,11.0097,19.1967,
603993.SH,¬е—фов“µ,2015-04-08,4.3287,4.3287,4.3436,4.077,4.1369,31830690,444807581,-0.1917,-4.4291,13.9742,1.6171,27183894700.5,N/A,70101914950.25,1968421050,0,5076170525,38.4277,4.7905,10.522,18.3465,
603993.SH,¬е—фов“µ,2015-04-09,4.1369,4.1429,4.1639,3.8434,3.9422,23328155,310595022,-0.1947,-4.7067,13.3142,1.1851,25904421018,N/A,66802404109,1968421050,0,5076170525,36.619,4.565,10.0268,17.483,
603993.SH,¬е—фов“µ,2015-04-10,3.9422,3.9482,4.0531,3.9422,4.0141,17093388,229102449,0.0719,1.8237,13.403,0.8684,26376842070,N/A,68020685035,1968421050,0,5076170525,37.2868,4.6483,10.2097,17.8018,
603993.SH,¬е—фов“µ,2015-04-13,4.0141,4.0171,4.2088,3.9901,4.1909,26463537,362558806,0.1767,4.403,13.7003,1.3444,27538210489.5,N/A,71015625644.75,1968421050,0,5076170525,38.9286,4.8529,10.6592,18.5856,
603993.SH,¬е—фов“µ,2015-04-14,4.1909,4.1849,4.1849,4.0381,4.092,21978181,300460970,-0.0989,-2.3588,13.6709,1.1165,26888631543,N/A,69340489371.5,1968421050,0,5076170525,38.0103,4.7385,10.4078,18.1472,
603993.SH,¬е—фов“µ,2015-04-15,4.092,4.0441,4.107,3.9242,3.9542,16999218,228227130,-0.1378,-3.3675,13.4257,0.8636,25983157860,N/A,67005450930,1968421050,0,5076170525,36.7303,4.5789,10.0573,17.5361,
603993.SH,¬е—фов“µ,2015-04-16,3.9542,3.8943,4.074,3.8374,3.9991,13230837,175458201,0.0449,1.1364,13.2613,0.6722,26278421017.5,N/A,67766876508.75,1968421050,0,5076170525,37.1477,4.6309,10.1716,17.7354,
603993.SH,¬е—фов“µ,2015-04-17,3.9991,4.0231,4.2867,4.0081,4.2388,40531310,563000485,0.2396,5.9925,13.8905,2.0591,27853157857.5,N/A,71827812928.75,1968421050,0,5076170525,39.3738,4.9084,10.7811,18.7982,
603993.SH,¬е—фов“µ,2015-04-20,4.2388,4.2837,4.3406,4.074,4.092,44735820,630459118,-0.1468,-3.4629,14.0929,2.2727,26888631543,N/A,69340489371.5,1968421050,0,5076170525,38.0103,4.7385,10.4078,18.1472,
603993.SH,¬е—фов“µ,2015-04-21,4.092,4.086,4.2148,4.0111,4.2058,23270994,320489834,0.1138,2.7818,13.7721,1.1822,27636631542,N/A,71269434171,1968421050,0,5076170525,39.0677,4.8703,10.6973,18.652,
603993.SH,¬е—фов“µ,2015-04-22,4.2058,4.1819,4.5623,4.1639,4.5264,50632359,747545694,0.3205,7.6211,14.7642,2.5722,29742842065.5,N/A,76700936632.75,1968421050,0,5076170525,42.0451,5.2414,11.5125,20.0735,
603993.SH,¬е—фов“µ,2015-04-23,4.5264,4.4904,4.9787,4.3796,4.9787,69520830,1102968065,0.4523,9.9934,15.8653,3.5318,32715157851,N/A,84365954125.5,1968421050,0,5076170525,46.2468,5.7652,12.663,22.0796,
603993.SH,¬е—фов“µ,2015-04-24,4.9787,4.9787,5.2693,4.754,5.0686,64402754,1076840748,0.0899,1.8051,16.7204,3.2718,33305684166,N/A,85888805283,1968421050,0,5076170525,47.0816,5.8693,12.8916,22.4781,
603993.SH,¬е—фов“µ,2015-04-27,5.0686,5.0326,5.0326,4.8229,4.9008,39626436,650147995,-0.1678,-3.3097,16.4069,2.0131,32203368378,N/A,83046149789,1968421050,0,5076170525,45.5233,5.675,12.4649,21.7342,
603993.SH,¬е—фов“µ,2015-04-28,4.9008,4.8379,4.8649,4.5114,4.5234,40814358,633910517,-0.3774,-7.7017,15.5316,2.0735,29723157855,N/A,76650174927.5,1968421050,0,5076170525,43.7634,5.1673,11.5049,20.0603,
603993.SH,¬е—фов“µ,2015-04-29,4.5234,4.6881,4.9757,4.6821,4.9757,26004699,419278622,0.4523,10,16.1232,1.3211,32695473640.5,N/A,84315192420.25,1968421050,0,5076170525,48.1398,5.684,12.6554,22.0663,
603993.SH,¬е—фов“µ,2015-04-30,4.9757,5.473,5.473,4.9278,4.9457,69069539,1210317170,-0.03,-0.602,17.5232,3.5089,32498631535.5,N/A,83807575367.75,1968421050,0,5076170525,47.85,5.6498,12.5792,21.9334,
603993.SH,¬е—фов“µ,2015-05-04,4.9457,4.793,4.8259,4.5713,4.7181,36144485,565969821,-0.2277,-4.6033,15.6585,1.8362,31002631537.5,N/A,79949685768.75,1968421050,0,5076170525,45.6473,5.3897,12.0002,20.9238,
603993.SH,¬е—фов“µ,2015-05-05,4.7181,4.6672,4.778,4.4035,4.4305,29079307,445413112,-0.2876,-6.0952,15.3172,1.4773,29112947329.5,N/A,75076562064.75,1968421050,0,5076170525,42.865,5.0612,11.2687,19.6484,
603993.SH,¬е—фов“µ,2015-05-06,4.4305,4.4305,4.6402,4.3436,4.4305,21019208,316476467,0,0,15.0565,1.0678,29112947329.5,N/A,75076562064.75,1968421050,0,5076170525,42.865,5.0612,11.2687,19.6484,
603993.SH,¬е—фов“µ,2015-05-07,4.4305,4.3676,4.5533,4.3436,4.4724,17419651,260260381,0.0419,0.9466,14.9406,0.885,29388526276.5,N/A,75787225938.25,1968421050,0,5076170525,43.2707,5.1091,11.3754,19.8344,
603993.SH,¬е—фов“µ,2015-05-08,4.4724,4.5114,4.5953,4.4694,4.5953,19498302,295499471,0.1228,2.7461,15.1551,0.9906,30195578907,N/A,77868455853.5,1968421050,0,5076170525,44.459,5.2494,11.6878,20.3791,
603993.SH,¬е—фов“µ,2015-05-11,4.5953,4.6582,4.757,4.6072,4.7211,27152250,424837970,0.1258,2.7379,15.6465,1.3794,31022315748,N/A,80000447474,1968421050,0,5076170525,45.6763,5.3931,12.0078,20.9371,
603993.SH,¬е—фов“µ,2015-05-12,4.7211,4.7301,4.8409,4.5863,4.8139,32814169,514206123,0.0929,1.967,15.6702,1.667,31632526273.5,N/A,81574060336.75,1968421050,0,5076170525,46.5747,5.4992,12.244,21.3489,
603993.SH,¬е—фов“µ,2015-05-13,4.8139,4.7271,4.9068,4.7181,4.778,33113519,532416865,-0.0359,-0.7467,16.0785,1.6822,31396315747.5,N/A,80964919873.75,1968421050,0,5076170525,46.227,5.4581,12.1525,21.1895,
603993.SH,¬е—фов“µ,2015-05-14,4.778,4.748,4.9068,4.5503,4.8798,37335301,590851878,0.1019,2.1317,15.8256,1.8967,32065578904.5,N/A,82690817852.25,1968421050,0,5076170525,47.2124,5.5745,12.4116,21.6412,
603993.SH,¬е—фов“µ,2015-05-15,4.8798,4.8978,5.0925,4.751,4.757,45607260,750194722,-0.1228,-2.5169,16.449,2.3169,31258526274,N/A,80609587937,1968421050,0,5076170525,46.0241,5.4342,12.0992,21.0965,
603993.SH,¬е—фов“µ,2015-05-18,4.757,4.6132,4.6432,4.5114,4.5533,25055373,382715015,-0.2037,-4.2821,15.2748,1.2729,29919999960,N/A,77157791980,1968421050,0,5076170525,44.0533,5.2015,11.5811,20.1931,
603993.SH,¬е—фов“µ,2015-05-19,4.5533,4.5294,4.6731,4.5234,4.6642,23042036,355314519,0.1108,2.4342,15.4203,1.1706,30648315748.5,N/A,79035975074.25,1968421050,0,5076170525,45.1256,5.3281,11.863,20.6846,
603993.SH,¬е—фов“µ,2015-05-20,4.6642,4.6432,4.784,4.6072,4.6432,26278701,411895432,-0.021,-0.4496,15.6741,1.335,30510526275,N/A,78680643137.5,1968421050,0,5076170525,44.9227,5.3042,11.8097,20.5916,
603993.SH,¬е—фов“µ,2015-05-21,4.6432,4.6432,4.6941,4.5923,4.6821,21782616,337350549,0.0389,0.8387,15.4871,1.1066,30766421011.5,N/A,79340545305.75,1968421050,0,5076170525,45.2995,5.3486,11.9087,20.7644,
603993.SH,¬е—фов“µ,2015-05-22,4.6821,4.6881,4.9457,4.6881,4.9427,41060590,664568209,0.2606,5.5662,16.1851,2.086,32478947325,N/A,83756813662.5,1968421050,0,5076170525,47.821,5.6464,12.5716,21.9201,
603993.SH,¬е—фов“µ,2015-05-25,4.9427,4.9427,5.0716,4.8798,5.0266,38489107,641926565,0.0839,1.697,16.6781,1.9553,33030105219,N/A,85178141409.5,1968421050,0,5076170525,48.6325,5.7422,12.7849,22.2921,
603993.SH,¬е—фов“µ,2015-05-26,5.0266,5.1225,5.2573,4.9487,5.1674,40029079,684238336,0.1408,2.801,17.0935,2.0336,33955263112.5,N/A,87563941556.25,1968421050,0,5076170525,49.9947,5.903,13.143,22.9165,
603993.SH,¬е—фов“µ,2015-05-27,5.1674,5.1375,5.3142,4.9637,5.2453,43235951,739886216,0.0779,1.5072,17.1128,2.1965,34467052585.5,N/A,88883745892.75,1968421050,0,5076170525,50.7482,5.992,13.3411,23.2619,
603993.SH,¬е—фов“µ,2015-05-28,5.2453,5.1974,5.446,4.7211,4.7271,45875248,793507138,-0.5182,-9.8801,17.2971,2.3306,31061684169,N/A,80101970884.5,1968421050,0,5076170525,45.7343,5.4,12.023,20.9636,
603993.SH,¬е—фов“µ,2015-05-29,4.7271,4.6372,4.793,4.3736,4.5593,27288309,418427234,-0.1678,-3.5488,15.3336,1.3863,29959368381,N/A,77259315390.5,1968421050,0,5076170525,44.1112,5.2083,11.5963,20.2197,
603993.SH,¬е—фов“µ,2015-06-01,4.5593,4.5473,4.9068,4.5413,4.8499,25708326,405736004,0.2906,6.3732,15.7823,1.306,31868736799.5,N/A,82183200799.75,1968421050,0,5076170525,46.9225,5.5403,12.3354,21.5083,
603993.SH,¬е—фов“µ,2015-06-02,4.8499,4.8529,5.0266,4.772,4.9997,27055418,443625214,0.1498,3.0883,16.3969,1.3745,32852947324.5,N/A,84721286062.25,1968421050,0,5076170525,48.3717,5.7114,12.7164,22.1726,
603993.SH,¬е—фов“µ,2015-06-03,4.9997,5.0087,5.0087,4.793,4.8679,24140200,394302038,-0.1318,-2.6363,16.3338,1.2264,31986842062.5,N/A,82487771031.25,1968421050,0,5076170525,47.0964,5.5608,12.3811,21.588,
603993.SH,¬е—фов“µ,2015-06-04,4.8679,4.8649,5.3561,4.5683,5.3561,52033757,874152118,0.4883,10.0308,16.7997,2.6434,35195368374,N/A,90761928987,1968421050,0,5076170525,51.8206,6.1186,13.623,23.7535,
603993.SH,¬е—фов“µ,2015-06-05,5.3561,5.5359,5.8744,5.3561,5.5898,79022053,1481719111,0.2337,4.3624,18.7507,4.0145,36730736793,N/A,94721341996.5,1968421050,0,5076170525,54.0812,6.3855,14.2173,24.7897,
603993.SH,¬е—фов“µ,2015-06-08,5.5898,5.482,5.5628,5.3322,5.422,42477285,770622553,-0.1678,-3.0011,18.142,2.1579,35628421005,N/A,91878686502.5,1968421050,0,5076170525,52.4582,6.1939,13.7907,24.0457,
603993.SH,¬е—фов“µ,2015-06-09,5.422,5.3442,5.5868,5.3442,5.479,33438321,611495022,0.0569,1.0497,18.2873,1.6987,36002421004.5,N/A,92843158902.25,1968421050,0,5076170525,53.0088,6.2589,13.9354,24.2981,
603993.SH,¬е—фов“µ,2015-06-10,5.479,5.3621,5.6317,5.2723,5.4191,29112129,528695456,-0.0599,-1.0935,18.1607,1.479,35608736794.5,N/A,91827924797.25,1968421050,0,5076170525,52.4292,6.1905,13.783,24.0324,
603993.SH,¬е—фов“µ,2015-06-11,5.4191,5.3921,5.449,5.2723,5.3531,22019642,393278733,-0.0659,-1.2161,17.8604,1.1186,35175684163.5,N/A,90711167281.75,1968421050,0,5076170525,51.7916,6.1152,13.6154,23.7402,
603993.SH,¬е—фов“µ,2015-06-12,5.3531,5.3112,5.476,5.3112,5.3921,26988975,487026688,0.0389,0.7275,18.0454,1.3711,35431578900,N/A,91371069450,1968421050,0,5076170525,52.1683,6.1597,13.7145,23.9129,
603993.SH,¬е—фов“µ,2015-06-15,5.3921,5.3801,5.6317,5.3052,5.5179,44113786,807813786,0.1258,2.3333,18.312,2.2411,36258315741,N/A,93503061070.5,1968421050,0,5076170525,53.3856,6.3034,14.0345,24.4708,
603993.SH,¬е—фов“µ,2015-06-16,5.5179,5.3831,5.4011,4.9667,4.9697,35691664,612482960,-0.5482,-9.9349,17.1604,1.8132,32656105219.5,N/A,84213669009.75,1968421050,0,5076170525,48.0818,5.6772,12.6402,22.0397,
603993.SH,¬е—фов“µ,2015-06-17,4.9697,4.8828,5.1405,4.7061,5.0656,28714569,470763631,0.0959,1.9289,16.3946,1.4588,33285999955.5,N/A,85838043577.75,1968421050,0,5076170525,49.0093,5.7867,12.884,22.4648,
603993.SH,¬е—фов“µ,2015-06-18,5.0656,5.0326,5.1435,4.763,4.8529,21871523,366629516,-0.2127,-4.1987,16.7629,1.1111,31888421010,N/A,82233962505,1968421050,0,5076170525,46.9515,5.5437,12.343,21.5216,
603993.SH,¬е—фов“µ,2015-06-19,4.8529,4.793,4.9727,4.5054,4.5114,18812229,301270703,-0.3415,-7.037,16.0146,0.9557,29644421013,N/A,76447128106.5,1968421050,0,5076170525,43.6475,5.1536,11.4744,20.0071,
603993.SH,¬е—фов“µ,2015-06-23,4.5114,4.5204,4.5923,4.059,4.5533,20722891,304682975,0.0419,0.9296,14.7027,1.0528,29919999960,N/A,77157791980,1968421050,0,5076170525,44.0533,5.2015,11.5811,20.1931,
603993.SH,¬е—фов“µ,2015-06-24,4.5533,4.5953,4.7331,4.4934,4.7151,27022617,416238374,0.1618,3.5526,15.4033,1.3728,30982947327,N/A,79898924063.5,1968421050,0,5076170525,45.6183,5.3863,11.9925,20.9105,
603993.SH,¬е—фов“µ,2015-06-25,4.7151,4.7001,4.7031,4.2687,4.3287,23659912,359653208,-0.3864,-8.1957,15.201,1.202,28443684172.5,N/A,73350664086.25,1968421050,0,5076170525,41.8796,4.9448,11.0097,19.1967,
603993.SH,¬е—фов“µ,2015-06-26,4.3287,4.1669,4.2538,3.8973,3.8973,20580142,277429891,-0.4314,-9.9654,13.4805,1.0455,25609157860.5,N/A,66040978530.25,1968421050,0,5076170525,37.7061,4.4521,9.9125,17.2837,
603993.SH,¬е—фов“µ,2015-06-29,3.8973,3.9961,4.0081,3.5079,3.5079,43176818,525168236,-0.3894,-9.9923,12.1632,2.1935,23050210495.5,N/A,59441956847.75,1968421050,0,5076170525,33.9384,4.0072,8.922,15.5567,
603993.SH,¬е—фов“µ,2015-06-30,3.5079,3.2742,3.7445,3.1574,3.7026,46215337,532364788,0.1947,5.5508,11.5192,2.2688,25177051071.12,N/A,63588834582.12,2036978242,0,5144727717,35.8223,4.2296,9.5445,16.6419,
603993.SH,¬е—фов“µ,2015-07-01,3.7026,3.5977,3.7205,3.3311,3.3461,34379043,407972268,-0.3565,-9.6278,11.8669,1.6877,22753046963.14,N/A,57466608598.89,2036978242,0,5144727717,32.3734,3.8224,8.6255,15.0397,
603993.SH,¬е—фов“µ,2015-07-02,3.3461,3.3491,3.3641,3.0106,3.0106,50990713,540396601,-0.3355,-10.0269,10.5979,2.5033,20471631332.1,N/A,51704513555.85,2036978242,0,5144727717,29.1273,3.4391,7.7607,13.5317,
603993.SH,¬е—фов“µ,2015-07-03,3.0106,3.3131,3.3131,3.2502,3.3131,110459495,1221410374,0.3026,10.0498,11.0575,5.4227,22528979356.52,N/A,56900688550.02,2036978242,0,5144727717,32.4875,3.8359,8.5406,14.8916,
603993.SH,¬е—фов“µ,2015-07-06,3.3131,3.6457,3.6457,3.5678,3.6457,218281749,2654432014,0.3325,10.0362,12.1606,9.4918,27987289403.51,N/A,65808600514.26,2299695103,0,5407444578,35.748,4.2209,9.8776,17.2229,
603993.SH,¬е—фов“µ,2015-07-07,3.6457,3.4989,3.6367,3.2802,3.397,258240951,2942848479,-0.2486,-6.82,11.3957,11.2294,26078542468.02,N/A,61320421514.52,2299695103,0,5407444578,35.0109,4.1338,9.204,16.0483,
